Run,Mean Queue Time
0,56.73310745077219
1,40.59931413849338
2,52.75410724334836
3,48.251067736465934
4,49.83302574063548
5,54.64083625872549
6,48.646854412955044
7,57.54263117136619
8,43.75160415252501
9,51.23898853344348
0,6.2400345868504905
1,8.489021074580421
2,7.73949537319086
3,6.240692213208512
4,4.727936739297245
5,5.672705357694999
6,7.010586287513064
7,7.788093586002738
8,4.6646759461016964
9,5.4989074289770405
0,0.02746078505699434
0,0.03091186783826967
1,0.01468993641178
2,0.021407400625225764
3,0.014108755512742887
4,0.013790690504845165
5,0.006628179255273218
6,0.017824939243172824
7,0.008237241327450915
8,0.006499992294906156
9,0.012253462765793206
10,0.015481036827138348
11,0.030423407167015463
12,0.010846799955579309
13,0.027992604268482466
14,0.019606024610853753
15,0.018475974247645004
16,0.017390826224925895
17,0.007408975931627127
18,0.02240684501716021
19,0.01195653446198025
20,0.030831530711696326
21,0.006993114425519999
22,0.006419893479953303
23,0.016734472731049124
24,0.02825902003111687
25,0.010562948491212434
26,0.019255625072063066
27,0.026984056485575916
28,0.00964686440685234
29,0.019397980952091724
30,0.022796069005118012
31,0.007490770766606053
32,0.01570238304603606
33,0.015916464891803903
34,0.011279610908119245
35,0.01756606781616277
36,0.013349105745065624
37,0.028599330676475267
38,0.01673639311191917
39,0.011231135258137839
40,0.020852661326121808
41,0.01659354983210848
42,0.04557652805140409
43,0.03323796257026937
44,0.014844182657564558
45,0.019958305061823035
46,0.017624330867026784
47,0.013646651404580292
48,0.018108269215098012
49,0.01798375467726548
50,0.013690208198273494
51,0.015301814995084897
52,0.023453399052983836
53,0.04140773077758943
54,0.008410915643207008
55,0.017517860693240715
56,0.027977558376006444
57,0.012750348204102997
58,0.001462907470975824
59,0.01754902533498904
60,0.012010454369121647
61,0.015782238654712736
62,0.007782416415762562
63,0.017553758830372763
64,0.02196930074460245
65,0.01029753382735378
66,0.03455915578100615
67,0.011769362276594074
68,0.029012259930845465
69,0.04270076614920713
70,0.014141205197425727
71,0.015315973392717577
72,0.019071788978935862
73,0.027340498459207517
74,0.029453616209496724
75,0.023114951734012686
76,0.006505748338186663
77,0.0393791724179745
78,0.006424856397894952
79,0.020976297208365916
80,0.03822185841496285
81,0.01874582423717272
82,0.019198577672066834
83,0.013675622492895707
84,0.00931642852089066
85,0.012943913197076584
86,0.014721147272246281
87,0.01807387010384797
88,0.015897603454504368
89,0.02256162958328844
90,0.007174628841067276
91,0.01864998946861522
92,0.01976517918947988
93,0.030702014199900984
94,0.019203572731118272
95,0.012793072868000119
96,0.03155239423048952
97,0.01035819136787103
98,0.02355122284163283
99,0.017064416132646188
100,0.006552838439489144
101,0.026585391795750993
102,0.01811248507421379
103,0.019079247394431734
104,0.015228593559037782
105,0.031184440796608533
106,0.023522696561045036
107,0.01702678543702254
108,0.01932965473443036
109,0.028040959142569155
110,0.02228238674608335
111,0.012928754174160178
112,0.008528342391390024
113,0.02447745649066742
114,0.029346395927174133
115,0.015701677034824342
116,0.017149259777504495
117,0.018208853680385193
118,0.009782969547904152
119,0.007214292098146672
120,0.01707837553101286
121,0.02370614582781211
122,0.015883353461514586
123,0.010334638802262599
124,0.012914721767880489
125,0.0043406075198257395
126,0.023800619237795615
127,0.045388087020527504
128,0.010376188094339383
129,0.01801637806302794
130,0.008882270524566057
131,0.014146803930716649
132,0.029633498789906842
133,0.017250899245680386
134,0.012308307843934906
135,0.012514088275154656
136,0.02889831475979571
137,0.00687277581356751
138,0.03269736029599385
139,0.01891639999422967
140,0.017833677940334337
141,0.003918909091714469
142,0.011012486240420066
143,0.01201040656815902
144,0.008679090660397492
145,0.015119783124369884
146,0.006219587255336679
147,0.03284877130245825
148,0.014644486906170543
149,0.017791446212227034
150,0.019435149857297117
151,0.012448945894237338
152,0.02013900075063076
153,0.012806038218138197
154,0.016480398140689592
155,0.016504288166380818
156,0.02142602380760157
157,0.008059452340425639
158,0.00864613113826374
159,0.019351801849330084
160,0.02711867177033076
161,0.005771302354301212
162,0.011333973381902373
163,0.013804517666655228
164,0.005315953754569692
165,0.005597731050825207
166,0.018744780850087198
167,0.01310199194252508
168,0.012494984211360003
169,0.018406949620871867
170,0.030967814830042163
171,0.008273763904469433
172,0.008575078519613975
173,0.009070553114887343
174,0.023485954295205107
175,0.006393843282409733
176,0.023059930825437502
177,0.023240269605380656
178,0.011739448871237542
179,0.015373468364115262
180,0.017510499421583857
181,0.016742671612859774
182,0.02024410406591486
183,0.017364676070927135
184,0.007213737663303069
185,0.010743773169075673
186,0.014613081501661698
187,0.024602318276459544
188,0.023626805660592373
189,0.009084319431634177
190,0.00963045775113569
191,0.03533247356591084
192,0.020098371803858213
193,0.016916711965044365
194,0.008298971309451519
195,0.012263914916805348
196,0.016744693759135353
197,0.01886712425638425
198,0.012067019526907483
199,0.03924112845456957
0,0.0224760152739695
1,0.0
2,0.02399049661903481
3,0.031172725006188957
4,0.044054121137785285
5,0.02224062270069155
6,0.012445261686688821
7,0.026174108477930377
8,0.018292189137912855
9,0.002003350607075319
10,0.020581806228487282
11,0.002913293867003378
12,0.018413047556043175
13,0.03510126166436749
14,0.016208060356023447
15,0.006970063238434632
16,0.02908429737426553
17,0.01859870551185455
18,0.021328044839061127
19,0.057427807008228
20,0.007120453862541038
21,0.051630007144105095
22,0.026488451337054433
23,0.00881576254595265
24,0.011168104076440024
25,0.0015992712592522596
26,0.011688879049469624
27,0.052887837448838786
28,0.0029439312630862584
29,0.019785465960609018
30,0.03213254944429319
31,0.021189941948219347
32,0.004204270626105206
33,0.02078327574060035
34,0.0072369372785990515
35,0.024576399813051382
36,0.02748475492367605
37,0.01893497246582143
38,0.03334178037520264
39,0.034750969099439775
40,0.015937848008052032
41,0.04421620689946433
42,0.002659153687496326
43,0.0050208915394306846
44,0.030699194409171706
45,0.011161446563103927
46,0.0036728315659051297
47,0.03155863549481557
48,0.01350568862668085
49,0.01840394728391286
50,0.005886353343931784
51,0.03300348620154429
52,0.027385722629364413
53,0.013996948923176348
54,0.01244279133639992
55,0.014727708854946765
56,0.008776458178335287
57,0.003909648314157274
58,0.011311920256058754
59,0.0046406824826617735
60,0.010806806950149005
61,0.01287269841447488
62,0.013511559130990296
63,0.0499861428311451
64,0.011288347074769863
65,0.015727404517308113
66,0.020569029815464372
67,0.015470136236872411
68,0.012610558138571832
69,0.006760521181801765
70,0.019122383256464738
71,0.04155502685598669
72,0.005208059127708813
73,0.04482280241378593
74,0.020601871988875073
75,0.03415466908902281
76,0.007126350537355906
77,0.020028505514528134
78,0.013472142954713516
79,0.0067731377220933125
80,0.03791322300354949
81,0.011744414713852557
82,0.0351462134324879
83,0.0033908602577189216
84,0.015057938727190839
85,0.020089766004202262
86,0.012917376812939096
87,0.019664487244252182
88,0.02305340206457484
89,0.005432914828048029
90,0.05580423947051998
91,0.05455008769100793
92,0.020382629155103908
93,0.008570527026555854
94,0.039027721005613164
95,0.0017793778876478402
96,0.008821376910284165
97,0.016515740849544533
98,0.014401747008073198
99,0.034344760426037624
100,0.03194206730483485
101,0.02925458653924574
102,0.0457744015277209
103,0.006109019764363532
104,0.007780354137203042
105,0.026679004854896195
106,0.00011671557855442592
107,0.004461632028205073
108,0.013698841344364346
109,0.027326348613747022
110,0.013608598738474434
111,0.028846096935672312
112,0.01734170589749246
113,0.04564498442740329
114,0.05398129032900241
115,0.05635284957992112
116,0.03345541430323136
117,0.03250439772511959
118,0.017080249664157457
119,0.006993353505229884
120,0.07214687330689942
121,0.011352130178118036
122,0.04999292293848353
123,0.020849245325712137
124,0.007652235601924416
125,0.01916147667733133
126,0.018505816138836655
127,0.016840053707122424
128,0.009393179989896814
129,0.018173364600737908
130,0.012352218801383643
131,0.022285380928858255
132,0.03564287222950953
133,0.014826386301309828
134,0.013797033979438678
135,0.0056364041209813346
136,0.014279801572007703
137,0.027752989947449215
138,0.022850986034893772
139,0.029008511560748032
140,0.0036905966599501236
141,0.003990110914339987
142,0.018126168556966332
143,0.01952927488088198
144,0.014896836157544145
145,0.002826671060917035
146,0.043344710088349635
147,0.000663416902025327
148,0.024852447150806943
149,0.02897685200715361
150,0.025615405337617993
151,0.0
152,0.05248216601539116
153,0.006099764874681507
154,0.001898339935858953
155,0.00595729966513964
156,0.006979088381524434
157,0.012776987409415397
158,0.009018520090659895
159,0.0401257439274271
160,0.030473994334730903
161,0.010568484086502903
162,0.010246219553554266
163,0.005626563840626709
164,0.006216216484049386
165,0.0370617149688737
166,0.004446124188565709
167,0.02342897561738292
168,0.016686809817730002
169,0.0018603873147366049
170,0.044761942690285605
171,0.019802904094470903
172,0.00024908753888285245
173,0.006964693612322116
174,0.029536603033555563
175,0.0045620837415205895
176,0.007611748591752335
177,0.01342193526951534
178,0.0206481981492053
179,0.054603524185181274
180,0.02394766283566054
181,0.010567772110818458
182,0.02364234278093605
183,0.02933277223960745
184,0.0039432022039922405
185,0.03674086343112672
186,0.0027480859378086783
187,0.04770175921120302
188,0.01096314769573423
189,0.006893623118052972
190,0.0274864296258165
191,0.010316279637525839
192,0.019381086181196612
193,0.013765307218943224
194,0.019493919373403737
195,0.009531932374507184
196,0.006947225878170092
197,3.3920231695527e-05
198,0.011907661963718875
199,0.022190303438019626
0,0.014008226635757145
1,0.0702536807252834
2,0.004622332208729385
3,0.0037939525667593653
4,0.007230101247584132
5,0.016796403586082618
6,0.006455987251917333
7,0.002945137168752169
8,0.03539929223947498
9,0.005077028088372173
10,0.0
11,0.007615527673020172
12,0.03478765890441105
13,0.019692696805811667
14,0.018785779158038193
15,0.05282471152788825
16,0.03649190464720675
17,0.010014184143252284
18,0.04702425299507931
19,0.03405509635605627
20,0.0
21,0.018678101341493992
22,0.026218330698140946
23,0.0044741497873797284
24,0.009965945694923001
25,0.02557440122005667
26,0.0419717178496945
27,0.009242850660958623
28,0.017225950879660237
29,0.011091531556667127
30,0.008282829830064896
31,0.008238073145098048
32,0.018949013089113977
33,7.664063307147366e-05
34,0.014991912505287143
35,0.0147032078935769
36,0.003955267567083021
37,0.014303278452523391
38,0.021476766976248042
39,0.006491654937210965
40,0.004094029745120447
41,0.005075659798601671
42,0.009326838671727936
43,0.00942875177919723
44,0.012421017749747071
45,0.015686798060245116
46,0.010503969379486373
47,0.027053460284893256
48,0.011622661842838838
49,0.026302730580440876
50,0.0
51,0.038382422608539433
52,0.04421420707014106
53,0.016782113938256342
54,0.01732044978343783
55,0.018114226348432634
56,0.01388926109959172
57,0.015172623816363338
58,0.012297923828698876
59,0.0
60,0.028950515762683104
61,0.007503662395280648
62,0.009932387060549231
63,0.0
64,0.0052233128865175615
65,0.008848415514506058
66,0.011388958540059235
67,0.014974286819140896
68,0.011404151742522283
69,0.010785993391019459
70,0.004207390937404227
71,0.028746805390896978
72,0.013303734469318363
73,0.03923068522244203
74,0.022414436323371315
75,0.018812165672441046
76,0.005912104441563065
77,0.020101113581682456
78,0.01578128920335173
79,0.022373931055982732
80,0.027350702026896993
81,0.06675320244839468
82,0.006688510908300364
83,0.008423881312072272
84,0.01807466708981505
85,0.009328274808043898
86,0.037337518694808156
87,0.007328001215341828
88,0.043231365530832316
89,0.04683188993577006
90,0.001928702933842756
91,0.057735279896833656
92,0.0056055609767738405
93,0.012233913520480727
94,0.03224396432025436
95,0.03148271539265188
96,0.021726137011446423
97,0.04189243851227965
98,0.001933924324016969
99,0.016551513977632017
100,0.01652422535472538
101,0.005168570655987453
102,0.022096213313506547
103,0.00019613779945223782
104,0.00551236281719735
105,0.010527815536354224
106,0.009479050494624967
107,0.01053487702643988
108,0.0
109,0.02547115178505341
110,0.009730726143834141
111,0.004641837779220645
112,0.024515797547423075
113,0.03521298737192401
114,0.0038185326624738006
115,0.010845423619619769
116,0.0048012148927804015
117,0.03617962085663707
118,0.015369468236797789
119,0.04831354320483147
120,0.028189495930986092
121,0.0193866551449973
122,0.004931102121564354
123,0.019114424647983325
124,0.009023691396931354
125,0.03130123871360477
126,0.005376853809123242
127,0.013509082973386245
128,0.010152354217616323
129,0.020781074873283956
130,0.020181078406000925
131,0.01263711663011353
132,0.04674521655929535
133,0.011498659735691587
134,0.020734453245863767
135,0.0454578327886373
136,0.0
137,0.02261364034087754
138,0.0059351757675187855
139,0.046955501578574914
140,0.003072233913900391
141,0.015791688735256965
142,0.01715690259329457
143,0.01615042887490566
144,0.01145723694637655
145,0.034371086186338065
146,0.021835139946540814
147,0.055068179715765574
148,0.00598476085593785
149,0.03956248205258532
150,0.015167524243281489
151,0.017540847769116234
152,0.018880958285252433
153,0.0214332891026766
154,0.008622184907533945
155,0.006453575322636924
156,0.011345396583408274
157,0.04659612081959895
158,0.015099004802105643
159,0.011841088070238193
160,0.015467135336306455
161,0.02468899975312468
162,0.0029296144091752554
163,0.020993050324908707
164,0.021972188263958126
165,0.04155684026980059
166,0.01635111071058734
167,0.03286020293949094
168,0.008873108953086569
169,0.006307188406700768
170,0.03424700649492022
171,0.023969739864068723
172,0.0674335553105807
173,0.010615378778012658
174,0.02285316717322888
175,0.0
176,0.02518815700635197
177,0.029501962575728735
178,0.012754375091838455
179,0.012220130351064062
180,0.013512811140980196
181,0.021846430962764226
182,0.027557104316943762
183,0.013831119780004973
184,0.0016512256612049546
185,0.015370672508720663
186,0.0238553288571726
187,0.0
188,0.0183644531006289
189,0.025069516675382663
190,0.025721799430397378
191,0.004673879271570953
192,0.002716977666837076
193,0.006628101587705326
194,0.02532557973959869
195,0.007443864881612509
196,0.005260706912780092
197,0.007815241663719818
198,0.028290707679298265
199,0.03393422553029512
